번호,센터명,위도,경도,은행,편의점,지하철 개수,지하철 점수,지하철등급,국도(km),고속도로(km),도로점수,도로등급
260,삼성테크노파크,37.2664567293273,127.059490342771,B,B,2,3.67,D,2.98,3.41,3.18,C
261,성신테크노,37.2550124810252,127.061115816895,B,B,4,35.16,D,1.5,4.15,2.2,B
262,수원벤처프라자,37.2591208721458,127.05899386592,C,B,4,20.77,D,2.04,4.07,2.72,C
263,수원벤처프라자2,37.2587859876269,127.059288388436,C,B,4,22.12,D,1.98,4.08,2.67,C
264,수원영통INNOPLEX2,37.262170950416,127.061029948685,B,B,3,17.91,D,2.42,3.55,2.88,C
265,수원팩토리월드,37.2655955260919,127.06429264806,C,B,2,21.65,D,2.79,3.02,2.9,C
266,썬테크노빌,37.2471836195549,127.054383482689,B,A,3,70.83,A,1.24,5.97,2.05,B
267,에이스광교타워,37.300530909221,127.046535687542,C,B,2,77.51,A,1.99,2.05,2.02,B
268,에이스광교타워2,37.2957114564928,127.041663196672,C,C,2,53.85,B,2.4,1.39,1.76,A
269,에이스광교타워3,37.2961002029465,127.041035770044,C,C,2,53.7,B,2.31,1.56,1.86,A
270,에이스스마트윙영통,37.2651421866135,127.061456013693,B,B,2,14.49,D,2.66,3.27,2.93,C
271,에이스하이-엔드타워,37.2486759046923,127.056928373149,B,A,3,67.4,A,1.22,5.95,2.02,B
272,영통아이파크디어반,37.2577367568179,127.062890528006,A,B,3,36.89,C,1.84,3.93,2.51,B
273,영통이노플렉스1단지,37.26253138164,127.061697734968,B,B,3,18.19,D,2.42,3.55,2.88,C
274,영통현대테라타워,37.2579232027225,127.06130597107,B,A,4,27.24,D,1.95,4.11,2.65,C
275,원천동 366-7 외3필지,37.2596776733531,127.064269806608,A,C,3,33.99,D,1.98,3.79,2.6,C
276,원천동 417-2 지식산업센터,37.2599802351627,127.064945540423,A,C,3,34.59,D,1.98,3.79,2.6,C
277,테크트리영통,37.249282292717,127.047568509245,B,C,2,60.52,A,1.99,6.48,3.04,C
278,현대테라타워영통패스트웍스,37.2615845658707,127.061351889511,B,B,3,20.72,D,2.3,3.73,2.85,C
279,우성테크노파크 수원정자,37.3106460942601,126.98348156911,E,C,1,20.45,D,1.03,3.74,1.62,A
280,엠제이아이티밸리,37.2771172402508,127.03186815203,B,B,2,10.28,D,4.86,4.49,4.67,E
281,우만전자공단,37.2920811984349,127.032700671748,C,C,2,19.13,D,3.12,2.37,2.69,C
282,(주)비츠로지식산업센터,37.362288747337,126.786114619966,E,E,0,0.0,E,6.17,5.76,5.96,E
283,(주)서보스타 지식산업센터,37.3713048988874,126.859070307567,E,D,0,0.0,E,3.23,3.77,3.48,C
284,(주)에이탑 지식산업센터,37.3789624815994,126.760590628484,E,E,1,32.49,D,5.0,7.31,5.94,E
285,(주)유넷트코리아,37.4248145360453,126.838028782245,E,D,0,0.0,E,5.03,2.06,2.92,C
286,507-1지식산업센터,37.4149342056635,126.767426918904,E,E,1,4.86,D,6.06,3.38,4.34,D
287,507-2지식산업센터,37.4149254040842,126.76716668319,E,E,1,3.78,D,6.06,3.38,4.34,D
288,672-5지식산업센터,37.4298968689685,126.798508030767,C,C,1,26.63,D,5.66,3.66,4.45,D
289,A+에이플러스타워,37.4165780351845,126.840724670586,C,D,0,0.0,E,5.76,5.4,5.57,E
290,D&K 지식산업센터,37.4517757296068,126.799990568231,C,C,3,42.98,C,10.0,1.53,2.65,C
291,Y.H.테크노타운,37.4322102227921,126.80073886707,C,C,1,26.95,D,6.19,3.62,4.57,E
292,美堂(미당),37.4306455164372,126.797713095301,C,B,1,32.06,D,5.79,3.59,4.43,D
293,경성산업,37.4205561235619,126.772252322968,E,E,1,7.92,D,7.48,2.71,3.98,D
294,경일주방 지식산업센터,37.4029125056931,126.773765299416,E,E,1,27.59,D,4.46,5.07,4.75,E
295,고려정공 지식산업센터,37.4445006362262,126.811756217286,C,E,1,11.36,D,10.0,2.99,4.6,E
296,고려티에스아이테크노빌,37.4439408387078,126.805908253497,C,C,2,23.99,D,10.0,2.28,3.71,D
297,골드테크노벨리,37.3580613618363,126.709440796144,E,C,0,0.0,E,4.67,6.54,5.45,E
298,과림테크노,37.4509620860432,126.834141077189,E,E,0,0.0,E,7.72,3.59,4.9,E
299,광석동507,37.3827348079103,126.809866094629,C,D,2,70.58,A,2.92,6.93,4.11,D
300,광성엔프라지식산업센터,37.427182503558,126.809785946934,E,E,0,0.0,E,6.7,4.75,5.56,E
301,광양프런티어밸리8차,37.3776559577558,126.812997366343,C,E,2,58.06,B,3.61,6.49,4.64,E
302,금이330-1,37.3984694861106,126.83575380379,E,E,0,0.0,E,10.0,1.09,1.97,B
303,김양규 지식산업센터,37.4514393563025,126.800188564278,C,C,3,42.48,C,10.0,1.46,2.55,B
304,남헌 테크노타운,37.3631851197966,126.786531551989,E,E,0,0.0,E,6.22,5.71,5.95,E
305,누리지식산업센터,37.4164576884814,126.766808476629,E,E,0,0.0,E,7.0,2.44,3.62,D
306,능곡동 883-4,37.3697120354049,126.800614821476,C,D,2,52.54,B,4.6,5.79,5.13,E
307,대성엘컴,37.4183355169672,126.783642002507,E,E,1,47.91,B,4.03,4.85,4.4,D
308,대성특수고무지식산업센터,37.4436221985823,126.82718568845,E,D,0,0.0,E,10.0,3.09,4.72,E
309,대한스프레이시스템아파트형공장,37.4018204707623,126.822534335042,E,E,0,0.0,E,5.01,5.62,5.3,E
310,대화기공,37.4309076395869,126.800693962081,C,C,1,23.0,D,6.08,3.73,4.62,E
311,동신,37.4244052408478,126.837071968845,E,D,0,0.0,E,5.73,5.01,5.35,E
312,동진벤처타운,37.402215409317,126.823572247523,E,E,0,0.0,E,5.01,5.62,5.3,E
313,디에이치엠 지식산업센터,37.430684966514,126.799874958653,C,C,1,25.09,D,6.08,3.73,4.62,E
314,리더스스마트허브,37.4525588885875,126.796768487839,C,B,3,56.67,B,10.0,1.25,2.22,B
315,목감이스페이스,37.3713686436406,126.857975773016,E,D,0,0.0,E,3.23,3.77,3.48,C
316,무궁 지식산업센터,37.453639499398,126.797993182917,C,B,3,46.93,C,10.0,1.38,2.43,B
317,"방산동398,399",37.418205555758,126.771134748949,E,E,1,11.88,D,7.36,2.8,4.06,D
318,배곧시그니처타워,37.3590471814496,126.7096644437,E,C,0,0.0,E,4.67,6.54,5.45,E
319,배곧프라임센터K,37.3576900814217,126.707734761771,E,C,0,0.0,E,5.71,7.58,6.51,E
320,배곧프라임센터S 지식산업센터,37.3581068664174,126.707103749151,E,C,0,0.0,E,5.71,7.58,6.51,E
321,배곧프라임센터Y,37.3589472170065,126.707891188584,E,C,0,0.0,E,5.16,7.03,5.95,E
322,비즈라이브센터,37.3585302496246,126.70852299477,E,C,0,0.0,E,5.16,7.03,5.95,E
323,산호테크노빌,37.4343836601164,126.79165137015,C,B,2,50.49,B,10.0,3.15,4.79,E
324,상경타워,37.4521973521753,126.799588120689,C,B,3,44.16,C,10.0,1.53,2.65,C
325,새미길3(조남동)지식산업센터,37.3743419359249,126.859560711146,E,D,0,0.0,E,2.84,3.37,3.08,C
326,서광테크노타운,37.4359586169133,126.794731826156,C,B,2,47.26,C,10.0,2.87,4.46,D
327,선진다세다테크노,37.4439408387078,126.805908253497,C,C,2,23.99,D,10.0,2.28,3.71,D
328,성강해오름 파크타워,37.4303254990919,126.798148381977,C,C,1,29.44,D,5.79,3.59,4.43,D
329,세미정밀,37.4240239254079,126.839173793674,C,D,0,0.0,E,6.04,5.23,5.61,E
330,시흥 DSP 테크 지식산업센터,37.4536100869374,126.797548869133,C,B,3,48.74,B,10.0,1.38,2.43,B
331,시흥목감케이엠,37.3790075278926,126.866802486775,E,D,0,0.0,E,2.27,2.81,2.51,B
332,시흥은계자족1-4,37.4532030976483,126.7976001465,C,B,3,50.18,B,10.0,1.38,2.43,B
333,시흥은계자족2-4,37.4510352183095,126.801129929763,C,C,3,38.29,C,10.0,1.61,2.77,C
334,신창테크노타운,37.4344557312716,126.793752120134,C,B,2,44.55,C,10.0,3.19,4.84,E
335,신한이에프 지식산업센터,37.4525602135572,126.800134272585,C,C,3,40.95,C,10.0,1.53,2.65,C
336,신형강화도어 아파트형공장,37.445374720437,126.831843092368,E,C,0,0.0,E,10.0,2.85,4.44,D
337,신흥파크빌,37.4338792474188,126.813084916207,C,D,0,0.0,E,6.36,10.0,7.78,E
338,앙카코리아아파트형공장,37.4508185888191,126.832758650436,E,E,0,0.0,E,7.92,3.87,5.2,E
339,앱클론 은계지구 지식산업센터,37.4297189447383,126.797942798624,C,C,1,27.66,D,5.66,3.66,4.45,D
340,영림 지식산업센터,37.3792099633281,126.866461033947,E,C,0,0.0,E,2.22,2.76,2.46,B
341,예성테크노밸리,37.4143605600819,126.842759381565,C,D,0,0.0,E,6.4,6.44,6.42,E
342,와이피워크 지식산업센터,37.4438777988564,126.827667518776,E,C,0,0.0,E,10.0,3.09,4.72,E
343,우림지식산업센터,37.4515683752654,126.833115469599,E,E,0,0.0,E,7.72,3.59,4.9,E
344,우춘제지식산업센터,37.4517092570179,126.831755113015,E,E,0,0.0,E,10.0,3.87,5.58,E
345,원산업,37.4543430840891,126.794431140051,C,C,3,53.56,B,10.0,1.08,1.95,B
346,은계대림 지식산업센터,37.4531836892608,126.798792322294,C,B,3,45.25,C,10.0,1.59,2.74,C
347,은계자족1-3,37.4531710368215,126.79724105885,C,B,3,51.8,B,10.0,1.38,2.43,B
348,은계자족1-9,37.4533630360784,126.799349026451,C,B,3,42.45,C,10.0,1.59,2.74,C
349,은계자족8-4,37.4508199906403,126.800609498736,C,C,3,40.96,C,10.0,1.61,2.77,C
350,은행동 672-4,37.4300101951187,126.799024629125,C,C,1,25.43,D,6.08,3.73,4.62,E
351,이노텍지식산업센터,37.422694341782,126.78865992564,E,E,2,18.54,D,4.09,4.8,4.42,D
352,익스콘테크노빌,37.4344791037407,126.787315197942,C,B,2,58.95,A,10.0,3.05,4.67,E
353,장동하지식산업센터,37.4132034352455,126.840779371919,C,D,0,0.0,E,6.4,6.44,6.42,E
354,조남동719-3,37.37879840166,126.866165269101,E,C,0,0.0,E,2.22,2.76,2.46,B
355,중앙테크노타운,37.4344432703631,126.793272508722,C,B,2,45.99,C,10.0,3.19,4.84,E
356,창현테크노타워,37.3716378072184,126.858902033415,E,D,0,0.0,E,3.23,3.77,3.48,C
357,케이엠텍 지식산업센터,37.3790075278926,126.866802486775,E,D,0,0.0,E,2.27,2.81,2.51,B
358,탑전자 지식산업센터,37.4439408387078,126.805908253497,C,C,2,23.99,D,10.0,2.28,3.71,D
359,태진 지식산업센터,37.4530479073795,126.79921650618,C,B,3,43.84,C,10.0,1.59,2.74,C
360,포동332지식산업센터,37.4046931771957,126.767351390547,E,E,1,5.37,D,4.79,4.65,4.72,E
361,프라임캐슬지식산업센터,37.4340092193659,126.788819860219,C,B,2,54.36,B,10.0,3.18,4.83,E
362,한라벤처타운,37.4024389720211,126.8233440309,E,E,0,0.0,E,5.01,5.62,5.3,E
363,해찬솔 지식산업센터,37.4533589140962,126.797198056486,C,B,3,51.16,B,10.0,1.38,2.43,B
364,현대금형,37.4414408568286,126.775086618049,C,D,3,31.88,D,10.0,2.83,4.41,D
365,화신하이테크,37.355615913176,126.762583854817,E,E,3,6.9,D,5.59,4.67,5.09,E
366,EG지식산업센터,37.3481454761621,126.707025525395,C,D,0,0.0,E,5.73,6.08,5.9,E
367,동우디지털파크,37.3298102505163,126.736595747191,B,C,0,0.0,E,10.0,2.58,4.1,D
368,삼양스마트테크노파크 지식산업센터,37.3494274719475,126.707724018899,C,D,0,0.0,E,5.71,7.43,6.46,E
369,시화하이테크지식산업센터,37.3516817190776,126.711640433505,C,D,0,0.0,E,5.28,6.85,5.96,E
370,정왕대명벨리온 만성지식산업센터,37.3387774980545,126.722151601931,B,C,0,0.0,E,6.64,4.16,5.12,E
371,코포모(주),37.3314297879724,126.737906326503,B,C,0,0.0,E,10.0,2.59,4.11,D
372,코포모테크노센타Ⅱ,37.3308874240108,126.73780947971,B,C,0,0.0,E,10.0,2.59,4.11,D
373,타원타크라6차,37.3461599849057,126.720854183367,C,D,0,0.0,E,5.9,5.33,5.6,E
374,트윈지식산업센터,37.3274529194077,126.731757581646,B,D,0,0.0,E,10.0,2.4,3.87,D
375,리드스마트스퀘어,37.4138978902097,126.820373049155,E,C,0,0.0,E,6.05,6.68,6.35,E
376,매화산단 A4-1BL 지식산업센터,37.4159054040553,126.819515723859,E,C,0,0.0,E,5.66,6.29,5.96,E
377,매화센트럴 M플렉스,37.4147141832539,126.820057519722,E,C,0,0.0,E,6.05,6.68,6.35,E
378,프라임큐브 지식산업센터,37.415369486237,126.819756941334,E,C,0,0.0,E,5.66,6.29,5.96,E
379,(주)에치케이씨 2차,37.3154205304178,126.790740798384,C,D,7,43.17,C,10.0,5.54,7.13,E
380,5차 유진타워테크노밸리,37.3191413826716,126.784982525308,C,D,6,34.66,D,10.0,5.21,6.85,E
381,광림원시타워,37.3022144350748,126.787451704685,C,C,2,92.93,A,10.0,6.61,7.96,E
382,광양 프런티어 밸리 11차,37.2952904288831,126.784857797129,C,D,1,58.41,A,10.0,7.48,8.56,E
383,광양프런티어밸리2차,37.3040430953347,126.775454274499,C,C,1,49.12,B,10.0,5.73,7.29,E
384,금석산업,37.305276325016,126.772239724584,C,C,1,33.83,D,10.0,5.37,6.99,E
385,대우테크노피아,37.3218669071939,126.788377470464,B,B,6,51.02,B,10.0,4.62,6.32,E
386,리드 스마트스퀘어 지식산업센터,37.3233267262971,126.785060296494,B,B,5,54.68,B,10.0,4.64,6.34,E
387,반월디지털지식산업센터,37.2977345210832,126.792445274457,C,D,2,48.17,B,10.0,7.67,8.68,E
388,반월테크노시티(주),37.3111765315224,126.772879811199,C,E,1,22.18,D,10.0,5.43,7.04,E
389,서흥테크노벨리,37.3055000335498,126.787037627254,C,D,2,74.96,A,10.0,6.41,7.81,E
390,스마트테라팩토리 복합시설,37.3161772351022,126.790445160146,C,D,7,41.76,C,10.0,5.54,7.13,E
391,시화아파트형임대공장,37.3145881075284,126.748208835073,E,D,0,0.0,E,10.0,3.18,4.83,E
392,안산 코리아 디지털타워 지식산업센터(KDT) ,37.2971042598924,126.785280311847,C,D,1,68.65,A,10.0,7.05,8.27,E
393,안산디지털파크,37.3232816082774,126.778766648163,B,D,5,31.36,D,10.0,3.73,5.43,E
394,에이치케이씨아이디에스 1차,37.2963629763826,126.784981624384,C,D,1,64.34,A,10.0,7.23,8.39,E
395,유진타워 테크노벨리-3,37.3151678989206,126.759238096407,C,E,0,0.0,E,10.0,3.67,5.37,E
396,유진타워건설(주),37.3092488532802,126.785578437101,C,D,6,42.29,C,10.0,5.76,7.31,E
397,유진타워건설(주),37.3204888113978,126.778884721193,C,D,6,42.29,C,10.0,4.23,5.95,E
398,정우벤처타운 2,37.3250905067165,126.784917962693,B,B,5,62.34,A,10.0,5.07,6.73,E
399,정우벤처타운1,37.3255028864135,126.776590578798,B,D,4,35.71,D,10.0,3.3,4.96,E
400,제이에스타워(주),37.3064619625873,126.787731447855,C,D,2,69.47,A,10.0,6.41,7.81,E
401,타원 TAKRA 5차 지식산업센터,37.3010604869142,126.786954499049,C,C,2,84.31,A,10.0,6.61,7.96,E
402,타원 TAKRAⅡ,37.3130279109668,126.798783925747,E,C,7,57.51,B,10.0,6.35,7.77,E
403,타원 TAKRAⅢ,37.3237653502056,126.761099356531,C,C,2,18.63,D,10.0,2.51,4.01,D
404,피앤피지식산업센터,37.3149689631623,126.749052184877,E,D,0,0.0,E,10.0,3.71,5.41,E
405,그랑시티 시그니처타워,37.2857777801323,126.828278377088,E,C,0,0.0,E,10.0,10.0,10.0,E
406,디지털전환허브,37.2854586033243,126.828569027961,E,C,0,0.0,E,10.0,10.0,10.0,E
407,안산사동 1639-22 지식산업센터,37.2848446866834,126.829040093991,E,C,0,0.0,E,8.18,10.0,9.0,E
408,안성벤처타운,37.0007601509201,127.32357143217,E,D,0,0.0,E,4.3,4.3,4.3,D
409,(주)아평디엔씨,37.0350691041638,127.145619345128,E,E,0,0.0,E,2.88,10.0,4.47,D
410,DS TOWER 지식산업센터,37.373054808588,126.946649687694,B,A,4,74.48,A,4.82,3.48,4.04,D
411,K-비즈리움,37.3941935189216,126.97476162164,A,B,2,55.33,B,1.47,2.75,1.92,A
412,THE H TOWER 919 지식산업센터,37.3953116096012,126.969464729294,A,B,3,58.04,B,1.67,2.81,2.09,B
413,We19 지식산업센터,37.3698773437792,126.950380600751,B,B,3,57.23,B,4.43,3.09,3.64,D
414,관양동 894번지 지식산업센터,37.3972268103958,126.971215122662,A,A,3,55.09,B,1.64,3.16,2.16,B
415,"관양동 933-1,2 지식산업센터",37.3946997968424,126.971934557483,A,A,3,50.93,B,1.81,2.66,2.15,B
416,관양동 951-1 지식산업센터,37.3935785795525,126.971246218241,A,B,3,50.73,B,1.81,2.66,2.15,B
417,관양두산벤처다임,37.4018562617306,126.966761066886,A,A,3,46.05,C,1.43,3.83,2.08,B
418,금강펜테리움IT타워,37.4008750641429,126.969141382248,A,A,13,55.79,B,1.07,3.46,1.63,A
419,금정역 2차 SK V1 tower,37.3736258714649,126.947642122469,B,A,4,67.48,A,4.95,3.61,4.18,D
420,금정역 3차 SK V1 center,37.3744828317704,126.949285251027,B,A,4,57.36,B,4.95,3.61,4.18,D
421,대륭테크노타운(15차),37.3970887652036,126.974724737568,A,A,2,65.64,A,1.22,3.1,1.75,A
422,동일테크노타운1차,37.3976140316692,126.971059913997,A,A,3,55.43,B,1.64,3.16,2.16,B
423,동일테크노타운2차,37.3981711505864,126.970401393314,A,A,3,55.59,B,1.64,3.16,2.16,B
424,동일테크노타운3차,37.3981742505242,126.970911413043,A,A,2,65.44,A,1.64,3.16,2.16,B
425,동일테크노타운7차,37.4002943006436,126.970333585113,A,A,2,65.03,A,1.07,3.46,1.63,A
426,두림야스카와㈜ 안양사옥,37.3722078811053,126.949398099477,B,A,4,58.34,A,4.58,3.24,3.8,D
427,두산벤처다임,37.391290479001,126.972970005847,A,B,3,39.95,C,2.12,2.44,2.27,B
428,디오밸리,37.3716055943484,126.952112312216,B,B,3,51.25,B,4.34,2.99,3.54,D
429,디지털 엠파이어 평촌 비즈밸리,37.3736352101342,126.953839063769,B,B,3,44.15,C,4.66,1.98,2.78,C
430,디지털엠파이어(A동),37.3967867804333,126.973257821696,A,A,2,64.13,A,1.31,3.17,1.85,A
431,디지털엠파이어(B동),37.3967933447979,126.972416345408,A,A,2,64.06,A,1.31,3.17,1.85,A
432,성지스타위드,37.3929509182191,126.97234118784,A,B,3,46.29,C,1.81,2.66,2.15,B
433,스마트베이2차,37.3980565222776,126.971425657337,A,A,2,65.72,A,1.53,3.29,2.09,B
434,신원비전타워,37.3893890149215,126.942587219464,A,B,5,39.85,C,4.21,3.07,3.55,D
435,안양 SK V1 센터,37.3743060379728,126.948422583403,B,A,4,61.87,A,4.95,3.61,4.18,D
436,안양2차 SK V1 center,37.3751102371008,126.947679816066,B,A,4,62.92,A,4.95,3.61,4.18,D
437,안양IT밸리,37.3709148332373,126.948181953932,B,A,5,58.02,B,4.67,3.33,3.89,D
438,안양데시앙플렉스,37.3728481930618,126.948870094919,B,A,4,61.45,A,4.72,3.37,3.93,D
439,안양메가밸리,37.4015512530258,126.967689128999,A,A,3,48.17,B,1.43,3.83,2.08,B
440,어반플렉스 지식산업센터,37.3970066708316,126.973440020152,A,A,2,64.82,A,1.22,3.1,1.75,A
441,에이스평촌타워,37.396740027188,126.969923340609,A,A,3,56.31,B,1.49,2.99,1.99,B
442,에이스하이테크시티 범계,37.3871579541538,126.943444288976,A,B,5,43.87,C,4.23,2.93,3.46,C
443,에이스하이테크시티 평촌,37.39481045767,126.973564906704,A,A,2,58.64,A,1.37,2.95,1.87,A
444,엘에스엠트론(주)하이테크센터,37.3737527849561,126.949834322678,B,A,4,55.73,B,4.72,3.37,3.93,D
445,오비즈타워,37.3996822122739,126.970235908541,A,A,2,65.01,A,1.51,3.28,2.07,B
446,인덕원 LDC 비즈타워,37.3920971624974,126.971803515773,A,B,3,45.59,C,1.81,2.66,2.15,B
447,인덕원역 더리브 디하우트,37.3960004459099,126.974842327664,A,B,2,61.36,A,1.22,3.1,1.75,A
448,평촌스마트베이,37.3994572615328,126.96828826252,A,A,3,53.73,B,1.39,3.14,1.93,A
449,평촌역 아이에스 비즈타워,37.3912487228432,126.971649915351,A,B,3,43.54,C,2.1,2.37,2.23,B
450,평촌역 하이필드,37.3944282187765,126.970057183919,A,B,3,55.72,B,1.96,2.52,2.2,B
451,한국프라자,37.3703560885641,126.95088357009,B,B,3,55.85,B,4.34,2.99,3.54,D
452,호계 금정역 SK V1 center,37.374337111062,126.946968627163,B,A,4,68.95,A,4.95,3.61,4.18,D
453,경기도 안양시 안양동 219-2번지,37.3830144100758,126.937182046473,B,B,4,71.09,A,4.95,3.38,4.02,D
454,동영벤처스텔,37.385213939657,126.93574831133,B,B,5,82.56,A,5.05,3.48,4.12,D
455,동영벤처스텔5차,37.3878039928592,126.939451034734,B,B,4,51.23,B,4.66,3.3,3.86,D
456,동일테크노타운5차,37.3839094264919,126.936227054974,B,B,4,85.76,A,5.09,3.53,4.17,D
457,두산 명학 아너비즈타워,37.3879170545638,126.9385453171,B,B,4,52.22,B,4.77,3.41,3.98,D
458,명지e-스페이스,37.3840922156504,126.936845450179,B,B,4,81.03,A,5.09,3.53,4.17,D
459,박달지식산업센터,37.4041511303099,126.890066296602,E,D,1,26.6,D,2.25,2.86,2.52,B
460,성일디지털타워,37.3830323460544,126.938218918113,B,C,4,65.95,A,4.79,3.23,3.86,D
461,안양 아이에스비즈타워 센트럴,37.3926367527044,126.938643212552,B,B,3,40.63,C,4.45,3.66,4.02,D
462,유천팩토피아,37.390040680167,126.936005950574,B,B,3,49.11,B,4.82,3.8,4.25,D
463,META-X,37.8384300531426,127.098349869517,E,C,0,0.0,E,2.18,1.53,1.8,A
464,덕계역 역세권 지식산업센터,37.8209220022625,127.059420787184,C,D,1,82.99,A,2.72,4.56,3.41,C
465,메가시티,37.8365443216755,127.097741984027,E,C,0,0.0,E,2.33,1.68,1.95,B
466,슈프림 더 브릭스 타워,37.836143846341,127.096541831355,E,C,0,0.0,E,2.24,1.85,2.03,B
467,시그니쳐 양주,37.8375709677617,127.095978516492,E,C,0,0.0,E,2.18,1.53,1.8,A
468,양주 에코밸리 비즈타워,37.8522500363144,127.064800410728,E,D,1,47.72,C,1.78,2.13,1.94,B
469,양주옥정 아이테크엠,37.8331605941455,127.101589794318,E,E,0,0.0,E,3.09,1.98,2.41,B
470,양주옥정이노테라타워,37.8376899846849,127.097404049485,E,C,0,0.0,E,2.33,1.68,1.95,B
471,엘지패션복합단지,37.8307849492796,127.050751471409,C,D,2,22.77,D,3.62,3.79,3.7,D
472,와이티씨주식회사,37.8169317335113,126.988196186165,E,C,0,0.0,E,10.0,4.72,6.41,E
473,한강양주옥정듀클래스,37.8387675400736,127.0955164457,E,C,0,0.0,E,1.98,1.6,1.77,A
474,대한은박지공업(주),37.1828164370084,127.034387103708,E,D,1,53.25,B,5.02,3.16,3.88,D
475,더퍼스트타워세교,37.1888119622038,127.041423072008,E,B,2,78.77,A,4.45,2.01,2.77,C
476,명칭 미정,37.1852959904994,127.046443944728,E,C,4,70.84,A,4.76,2.32,3.12,C
477,명칭 미정,37.1845478936779,127.047006574479,E,C,4,70.84,A,4.4,1.96,2.71,C
478,중앙하이츠아셈IT타워,37.1758835373348,127.059429837244,E,C,2,44.06,C,3.44,3.58,3.51,C
479,현대테라타워CMC,37.1434420666818,127.060420945652,B,C,1,71.52,A,2.61,3.15,2.85,C
480,현대프리미어캠퍼스 세마역,37.1875848513858,127.045972333636,E,C,2,81.03,A,4.49,2.05,2.81,C
481,기흥 테라타워 현대엔지니어링 ,37.2313432619806,127.071906219212,C,B,0,0.0,E,1.42,4.14,2.11,B
482,기흥ICT밸리 도시첨단산업단지 C블럭,37.2819394003904,127.116558767874,C,B,4,59.49,A,1.35,3.02,1.87,A
483,기흥ICT밸리 지식산업센터(A블럭),37.2803069808897,127.119368823875,C,C,5,56.15,B,1.71,3.39,2.27,B
484,에이스동백타워,37.2565071180202,127.165081969144,E,D,3,42.89,C,3.77,4.33,4.03,D
485,용인테크노밸리 지식산업센터,37.29145572326,127.148068017082,E,C,1,6.43,D,0.76,6.92,1.37,A
486,이너매스허브시티,37.2294271791988,127.072654426173,C,B,0,0.0,E,1.43,3.57,2.04,B
487,이호지식산업센터,37.2568258837509,127.166064949999,E,D,3,40.56,C,3.77,4.33,4.03,D
488,중동 대우프런티어밸리,37.2567048766875,127.167915625136,E,D,3,34.05,D,3.99,4.56,4.26,D
489,프리미엄원희캐슬 기흥서천,37.2301617371746,127.071429452367,C,B,0,0.0,E,1.26,3.4,1.84,A
490,흥덕IT밸리,37.2708355589262,127.066044665509,C,C,1,15.06,D,2.54,2.54,2.54,B
491,흥덕U-타워,37.2746122190803,127.080801394997,C,D,1,15.97,D,0.87,0.87,0.87,A
492,힉스유타워지식산업센터,37.2688292639249,127.090378139561,C,C,2,19.75,D,0.23,1.61,0.4,A
493,광교 우미 뉴브,37.3003249832097,127.071242425349,B,B,2,72.88,A,0.96,1.33,1.12,A
494,레이 지식산업센터,37.3283309227951,127.13675743264,E,E,0,0.0,E,10.0,10.0,10.0,E
495,분당수지유타워,37.338213724026,127.101682559372,B,B,6,76.59,A,1.93,4.82,2.76,C
496,시그니처 광교지식산업센터,37.3017066871721,127.064218929408,B,D,4,37.79,C,3.84,1.42,2.07,B
497,시그니처광교Ⅱ지식산업센터,37.303102568507,127.064059835915,C,D,4,32.17,D,3.85,1.42,2.07,B
498,용인상현4지구A1블럭 지식산업센터,37.3019007717453,127.061502040629,C,D,3,38.4,C,3.43,1.0,1.55,A
499,케이비죽전알앤디센터,37.3287018316834,127.135465723871,E,E,0,0.0,E,0.74,10.0,1.38,A
500,퍼시픽 써니 지식산업센터,37.3287628999529,127.133821978546,E,E,0,0.0,E,0.56,10.0,1.06,A
501,주식회사 무궁화신탁,37.2280282341791,127.176167279584,E,D,3,23.31,D,0.42,4.26,0.76,A
502,(의왕최첨단비즈니스센터,37.3563316140013,126.962757768636,B,B,2,23.46,D,2.52,4.08,3.12,C
503,대영골든밸리,37.3492122225448,126.972642107409,C,B,0,0.0,E,1.34,4.1,2.02,B
504,대현테크노월드,37.355324941342,126.965898370757,B,B,1,22.75,D,2.29,3.98,2.91,C
505,더리브 비즈원,37.3284671320655,126.953266444534,E,C,2,35.78,C,2.24,1.78,1.98,B
506,동영벤처스텔,37.3555706883427,126.965403877708,B,B,5,82.56,A,2.29,3.98,2.91,C
507,벽산선영테크노피아,37.3555211989525,126.966898106578,C,B,1,18.24,D,2.19,3.85,2.79,C
508,성우벤처빌,37.3530756347264,126.965658074694,B,C,2,16.4,D,2.06,4.06,2.73,C
509,성진지식산업센터,37.3519598866229,126.962955978628,B,C,2,28.49,D,2.34,3.78,2.89,C
510,에이스 청계타워,37.3975506811242,126.987441233061,C,C,1,47.57,C,1.72,1.97,1.84,A
511,에이엘티 지식산업센터,37.3563316140013,126.962757768636,B,B,2,23.46,D,2.52,4.08,3.12,C
512,윈텍시스템,37.3919695305032,126.986280369882,C,E,1,32.17,D,1.99,2.69,2.29,B
513,의왕 고천동 지식산업센터,37.3504696101942,126.971880490005,C,B,0,0.0,E,1.45,4.4,2.18,B
514,의왕스마트시티 퀀텀,37.3059087987471,126.939095910178,E,E,1,10.76,D,3.45,3.37,3.41,C
515,의왕월드비젼,37.3453829047137,126.9749338233,C,C,0,0.0,E,1.07,3.6,1.65,A
516,인덕원IT밸리,37.4010131710938,126.990874391374,C,C,1,37.1,C,1.49,1.23,1.35,A
